,subject,date,ki04,ki10,ki16,ki22,f04,f10,f16,f22,ke04,ke10,ke16,ke22,ov04,ov10,ov16,ov22,Class
0,1,2019-03-10,-0.20590993240100863,1.3952457019492348,0.20920449131942487,-0.9768367193103852,0.5935484444301957,2.2885858290048895,0.13126552136437014,-0.17692309401284695,0.9194548261792305,0.9194548261792305,0.9194548261792305,-0.4775128815913237,1.102339488437358,0.22155528559221874,1.102339488437358,-0.6592289172529208,0
1,1,2019-03-11,-0.38381611399548016,-1.2733470219678376,-0.20590993240100863,-1.0361387798418755,-0.022828786324238404,-1.2555832478331066,-0.7933003247672811,-1.101488940144498,0.22097097229395338,-1.1759967354766008,-0.4775128815913237,-0.4775128815913237,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
2,1,2019-03-12,-0.9768367193103852,-1.2733470219678376,-0.7396284771844231,-1.1547429009048567,-0.7933003247672811,-1.2555832478331066,-0.3310174017014555,-1.101488940144498,-0.4775128815913237,-1.1759967354766008,-0.4775128815913237,-1.1759967354766008,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
3,1,2019-03-13,-0.7989305377159136,-1.2733470219678376,-0.14660787186951812,-0.8582325982474042,-0.17692309401284695,-1.2555832478331066,0.4394541367415872,-0.7933003247672811,-0.4775128815913237,-1.1759967354766008,0.22097097229395338,-0.4775128815913237,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
4,1,2019-03-14,-0.9768367193103852,-1.2733470219678376,-0.6210243561214421,-0.9768367193103852,-0.485111709390064,-1.2555832478331066,-0.17692309401284695,-0.6392060170786725,-0.4775128815913237,-1.1759967354766008,0.22097097229395338,0.22097097229395338,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
5,1,2019-03-15,-0.6210243561214421,-1.2733470219678376,-0.7396284771844231,-0.9768367193103852,-0.6392060170786725,-1.2555832478331066,-0.17692309401284695,-0.9473946324558896,-0.4775128815913237,-1.1759967354766008,-0.4775128815913237,-0.4775128815913237,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
6,1,2019-03-16,-0.7396284771844231,0.031298309724953365,-0.26521199293249914,-0.5024202350584611,-0.3310174017014555,0.13126552136437014,-1.2555832478331066,-0.9473946324558896,-1.1759967354766008,0.22097097229395338,-1.1759967354766008,-0.4775128815913237,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
7,1,2019-03-17,0.3278086123824059,-0.5024202350584611,-0.7396284771844231,-0.08730581133802763,-0.7933003247672811,-0.485111709390064,-0.9473946324558896,-1.101488940144498,-0.4775128815913237,-1.1759967354766008,-0.4775128815913237,-0.4775128815913237,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
8,1,2019-03-18,-0.4431181745269706,-1.2733470219678376,0.8022250966343298,-1.0361387798418755,-0.3310174017014555,-1.2555832478331066,2.134491521316281,-0.9473946324558896,-0.4775128815913237,-1.1759967354766008,-0.4775128815913237,-0.4775128815913237,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,-0.6592289172529208,0
9,1,2019-03-19,0.20920449131942487,1.6324539440751968,1.3952457019492348,-0.6210243561214421,0.5935484444301957,1.20992567518463,1.826302905939064,-1.101488940144498,0.22097097229395338,2.3164225339497846,1.6179386800645075,0.22097097229395338,-0.6592289172529208,1.102339488437358,1.9831236912824977,-0.6592289172529208,0
10,1,2019-03-20,1.0987353992917823,1.0987353992917823,0.8022250966343298,-0.9175346587788946,0.5935484444301957,0.9017370598074128,1.20992567518463,0.13126552136437014,0.22097097229395338,0.22097097229395338,0.22097097229395338,0.22097097229395338,-0.6592289172529208,0.22155528559221874,0.22155528559221874,-0.6592289172529208,0
11,1,2019-03-21,-0.26521199293249914,1.276641580886254,1.276641580886254,-0.26521199293249914,1.518114290561847,1.9803972136276726,4.2918118289568,0.2853598290529787,0.22097097229395338,0.9194548261792305,0.22097097229395338,1.6179386800645075,-0.6592289172529208,-0.6592289172529208,1.102339488437358,-0.6592289172529208,0
